"product_id","product_variant_name","pmi_product_family","pmi_product_category","brand_tier","pack_size","nicotine_format"
"OFF-ADV-10000308","CIG-VAR-501528","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-ADV-10000331","CIG-VAR-326092","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-ADV-10000425","CIG-VAR-134542","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-ADV-10000551","CIG-VAR-809833","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-ADV-10001124","CIG-VAR-929866","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-ADV-10001437","CIG-VAR-495391","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-ADV-10001451","CIG-VAR-564396","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-ADV-10002299","CIG-VAR-267087","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-ADV-10002549","CIG-VAR-349194","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-ADV-10002593","CIG-VAR-660212","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-ADV-10003030","CIG-VAR-659729","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-ADV-10003050","CIG-VAR-925068","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-ADV-10003125","CIG-VAR-449182","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-ADV-10003196","CIG-VAR-826918","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-ADV-10003369","CIG-VAR-841563","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-ADV-10004030","CIG-VAR-601157","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-ADV-10004228","CIG-VAR-361078","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-ADV-10004241","CIG-VAR-592943","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-ADV-10004274","CIG-VAR-069364","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-ADV-10004598","CIG-VAR-939364","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-ADV-10004875","CIG-VAR-485112","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AME-10000244","CIG-VAR-781457","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AME-10000360","CIG-VAR-926598","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AME-10000440","CIG-VAR-075284","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AME-10000851","CIG-VAR-139384","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AME-10000870","CIG-VAR-217001","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AME-10001009","CIG-VAR-521173","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AME-10001179","CIG-VAR-825187","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AME-10001489","CIG-VAR-658151","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AME-10001587","CIG-VAR-549149","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AME-10001641","CIG-VAR-833952","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AME-10002081","CIG-VAR-889781","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AME-10002376","CIG-VAR-184651","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AME-10002557","CIG-VAR-018306","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AME-10002652","CIG-VAR-084954","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AME-10002697","CIG-VAR-570890","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AME-10002923","CIG-VAR-370838","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AME-10002949","CIG-VAR-542310","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AME-10002956","CIG-VAR-458434","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AME-10003089","CIG-VAR-813793","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AME-10003167","CIG-VAR-098844","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AME-10003180","CIG-VAR-793512","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AME-10004651","CIG-VAR-239240","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-AME-10004759","CIG-VAR-695220","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10000003","CIG-VAR-560096","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10000004","CIG-VAR-162769","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10000005","CIG-VAR-226699","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10000023","CIG-VAR-860329","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10000026","CIG-VAR-817468","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10000027","CIG-VAR-020537","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10000039","CIG-VAR-739424","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10000043","CIG-VAR-202750","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AP-10000055","CIG-VAR-695326","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AP-10000078","CIG-VAR-830738","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10000108","CIG-VAR-821809","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10000119","CIG-VAR-521237","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10000124","CIG-VAR-427351","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10000136","CIG-VAR-839648","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10000159","CIG-VAR-496613","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10000162","CIG-VAR-998030","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10000172","CIG-VAR-720434","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-AP-10000179","CIG-VAR-713681","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-AP-10000195","CIG-VAR-964819","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10000200","CIG-VAR-525528","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10000213","CIG-VAR-227743","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10000226","CIG-VAR-552596","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10000228","CIG-VAR-166162","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AP-10000240","CIG-VAR-760574","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10000252","CIG-VAR-375857","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10000258","CIG-VAR-305189","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10000261","CIG-VAR-255567","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10000263","CIG-VAR-259925","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10000275","CIG-VAR-661896","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10000285","CIG-VAR-865291","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10000304","CIG-VAR-812639","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-AP-10000326","CIG-VAR-466331","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10000329","CIG-VAR-761171","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10000330","CIG-VAR-342919","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AP-10000335","CIG-VAR-796966","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10000344","CIG-VAR-479359","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10000358","CIG-VAR-066387","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10000381","CIG-VAR-058994","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10000382","CIG-VAR-373682","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10000390","CIG-VAR-906468","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10000391","CIG-VAR-978708","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10000407","CIG-VAR-734105","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10000415","CIG-VAR-729530","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10000423","CIG-VAR-601852","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10000437","CIG-VAR-208104","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10000486","CIG-VAR-027583","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10000487","CIG-VAR-056070","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10000490","CIG-VAR-713897","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10000509","CIG-VAR-422418","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10000510","CIG-VAR-348931","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AP-10000528","CIG-VAR-177389","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10000534","CIG-VAR-317129","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10000540","CIG-VAR-639953","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10000545","CIG-VAR-125079","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10000569","CIG-VAR-389046","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10000576","CIG-VAR-335475","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10000577","CIG-VAR-307729","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10000584","CIG-VAR-577786","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AP-10000595","CIG-VAR-911761","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10000600","CIG-VAR-233876","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10000604","CIG-VAR-177689","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10000615","CIG-VAR-369001","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10000621","CIG-VAR-046724","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10000639","CIG-VAR-896792","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10000647","CIG-VAR-156416","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10000653","CIG-VAR-258094","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10000663","CIG-VAR-604634","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10000667","CIG-VAR-282262","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10000672","CIG-VAR-047453","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10000675","CIG-VAR-023477","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10000691","CIG-VAR-137444","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10000692","CIG-VAR-614729","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10000696","CIG-VAR-998328","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10000717","CIG-VAR-098888","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10000729","CIG-VAR-262827","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10000751","CIG-VAR-324419","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10000775","CIG-VAR-836758","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10000800","CIG-VAR-250815","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10000802","CIG-VAR-438082","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10000804","CIG-VAR-874360","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10000806","CIG-VAR-129217","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10000818","CIG-VAR-074951","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10000825","CIG-VAR-568541","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10000828","CIG-VAR-357339","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10000844","CIG-VAR-221850","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10000864","CIG-VAR-548434","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10000873","CIG-VAR-562497","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10000891","CIG-VAR-013934","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10000900","CIG-VAR-770282","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10000904","CIG-VAR-304176","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10000916","CIG-VAR-706587","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10000934","CIG-VAR-123995","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10000935","CIG-VAR-767845","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10000938","CIG-VAR-496406","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10000975","CIG-VAR-673773","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10000977","CIG-VAR-307136","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10000981","CIG-VAR-799209","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10001005","CIG-VAR-414320","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10001018","CIG-VAR-451316","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10001041","CIG-VAR-631179","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10001049","CIG-VAR-322446","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10001058","CIG-VAR-307058","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10001067","CIG-VAR-451971","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10001076","CIG-VAR-277116","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10001099","CIG-VAR-408230","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-AP-10001103","CIG-VAR-169201","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10001106","CIG-VAR-581709","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10001124","CIG-VAR-472909","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10001130","CIG-VAR-463019","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10001138","CIG-VAR-871756","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10001154","CIG-VAR-631593","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10001169","CIG-VAR-536579","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-AP-10001178","CIG-VAR-800368","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10001190","CIG-VAR-446690","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10001191","CIG-VAR-249383","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10001197","CIG-VAR-556144","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10001205","CIG-VAR-220380","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10001233","CIG-VAR-833097","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10001242","CIG-VAR-201799","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10001254","CIG-VAR-220054","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10001266","CIG-VAR-818917","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10001271","CIG-VAR-084529","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AP-10001274","CIG-VAR-158850","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10001285","CIG-VAR-851578","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10001293","CIG-VAR-523620","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10001298","CIG-VAR-048263","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-AP-10001299","CIG-VAR-715982","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10001303","CIG-VAR-167304","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10001305","CIG-VAR-682009","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10001322","CIG-VAR-000757","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AP-10001329","CIG-VAR-508974","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10001335","CIG-VAR-354383","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-AP-10001366","CIG-VAR-584145","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10001391","CIG-VAR-253308","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10001394","CIG-VAR-840943","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10001402","CIG-VAR-381608","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10001406","CIG-VAR-024775","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10001408","CIG-VAR-006349","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10001458","CIG-VAR-945621","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10001469","CIG-VAR-274649","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10001492","CIG-VAR-957600","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10001503","CIG-VAR-275328","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10001504","CIG-VAR-664397","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10001510","CIG-VAR-634480","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10001527","CIG-VAR-321766","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10001529","CIG-VAR-713013","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10001548","CIG-VAR-618423","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10001559","CIG-VAR-404424","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10001563","CIG-VAR-293355","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10001564","CIG-VAR-770115","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10001565","CIG-VAR-970159","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10001567","CIG-VAR-294920","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10001568","CIG-VAR-935036","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10001587","CIG-VAR-492861","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10001593","CIG-VAR-102386","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10001606","CIG-VAR-915129","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10001617","CIG-VAR-604140","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10001621","CIG-VAR-227726","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10001623","CIG-VAR-064913","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10001626","CIG-VAR-838656","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10001630","CIG-VAR-488345","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-AP-10001634","CIG-VAR-962434","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10001635","CIG-VAR-540883","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10001664","CIG-VAR-943266","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10001670","CIG-VAR-825092","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-AP-10001682","CIG-VAR-190268","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10001692","CIG-VAR-447296","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10001723","CIG-VAR-118412","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-AP-10001772","CIG-VAR-777563","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10001776","CIG-VAR-428782","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AP-10001797","CIG-VAR-722761","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AP-10001805","CIG-VAR-702712","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AP-10001815","CIG-VAR-037590","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10001824","CIG-VAR-008524","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AP-10001847","CIG-VAR-971237","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10001876","CIG-VAR-925629","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10001882","CIG-VAR-540343","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10001885","CIG-VAR-969181","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AP-10001891","CIG-VAR-116705","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10001905","CIG-VAR-649217","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10001916","CIG-VAR-044509","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AP-10001920","CIG-VAR-099359","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-AP-10001926","CIG-VAR-475685","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10001931","CIG-VAR-254249","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10001941","CIG-VAR-661083","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10001947","CIG-VAR-283302","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10001955","CIG-VAR-147601","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10001956","CIG-VAR-981164","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10001962","CIG-VAR-949624","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10001975","CIG-VAR-522657","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10002008","CIG-VAR-887054","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10002017","CIG-VAR-118294","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10002041","CIG-VAR-015768","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10002057","CIG-VAR-957068","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10002082","CIG-VAR-593114","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10002090","CIG-VAR-160325","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10002104","CIG-VAR-165490","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10002118","CIG-VAR-249746","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10002128","CIG-VAR-143698","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10002134","CIG-VAR-299690","Cigarettes","Combustible","Value","20-pack","Combustible"
"OFF-AP-10002165","CIG-VAR-539797","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10002186","CIG-VAR-626211","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10002191","CIG-VAR-837364","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10002203","CIG-VAR-323910","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10002222","CIG-VAR-796023","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10002223","CIG-VAR-357213","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10002226","CIG-VAR-115821","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10002229","CIG-VAR-299022","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10002238","CIG-VAR-709071","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10002239","CIG-VAR-371757","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10002244","CIG-VAR-432100","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10002252","CIG-VAR-487824","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10002264","CIG-VAR-412755","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10002283","CIG-VAR-544680","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10002287","CIG-VAR-724785","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10002306","CIG-VAR-349066","Cigarettes","Combustible","Core","10-pack","Combustible"
"OFF-AP-10002311","CIG-VAR-036783","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10002312","CIG-VAR-693797","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10002317","CIG-VAR-344001","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10002321","CIG-VAR-428308","Cigarettes","Combustible","Core","20-pack","Combustible"
"OFF-AP-10002326","CIG-VAR-058230","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10002330","CIG-VAR-237288","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10002344","CIG-VAR-954080","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10002350","CIG-VAR-117128","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10002351","CIG-VAR-822343","Cigarettes","Combustible","Core","30-pack","Combustible"
"OFF-AP-10002360","CIG-VAR-555914","Cigarettes","Combustible","Value","Multi-pack","Combustible"
"OFF-AP-10002361","CIG-VAR-671541","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10002364","CIG-VAR-720723","Cigarettes","Combustible","Premium","30-pack","Combustible"
"OFF-AP-10002371","CIG-VAR-522110","Cigarettes","Combustible","Value","10-pack","Combustible"
"OFF-AP-10002397","CIG-VAR-194733","Cigarettes","Combustible","Premium","Multi-pack","Combustible"
"OFF-AP-10002403","CIG-VAR-811613","Cigarettes","Combustible","Value","30-pack","Combustible"
"OFF-AP-10002413","CIG-VAR-977044","Cigarettes","Combustible","Core","Multi-pack","Combustible"
"OFF-AP-10002421","CIG-VAR-531246","Cigarettes","Combustible","Premium","10-pack","Combustible"
"OFF-AP-10002425","CIG-VAR-600972","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10002433","CIG-VAR-270861","Cigarettes","Combustible","Premium","20-pack","Combustible"
"OFF-AP-10002439","CIG-VAR-045715","Cigarettes","Combustible","Core","Multi-pack","Combustible"
