operating_country,channel_name,pmi_product_family,brand_tier,weeks,corr_price_volume,corr_price_netrev
Canada,Retail,Cigarettes,Premium,31,-0.048767558,0.790841669
United States,Retail,Cigarettes,Core,206,-0.048539602,0.83779777
New Zealand,Retail,Oral Nicotine,Premium,17,-0.048491514,0.698104815
Australia,E-Commerce,Cigarettes,Premium,55,-0.047885932,0.747011546
Germany,E-Commerce,Cigarettes,Core,61,-0.047318085,0.640701911
Italy,E-Commerce,Cigarettes,Premium,28,-0.04656302,0.376213127
Nicaragua,Retail,Heated Tobacco,Value,20,-0.046151827,0.813186841
Germany,Key Accounts,Heated Tobacco,Value,23,-0.045786364,0.607972182
India,E-Commerce,Heated Tobacco,Value,24,-0.045255366,0.764469762
Angola,Retail,Cigarettes,Premium,14,-0.045078287,0.913578093
Dominican Republic,Retail,Cigarettes,Value,55,-0.044168802,0.895187037
El Salvador,Retail,Cigarettes,Core,47,-0.043564987,0.929507287
China,Key Accounts,Oral Nicotine,Premium,35,-0.043444871,0.630034023
Bulgaria,Retail,Cigarettes,Core,10,-0.04317913,0.346682992
Guatemala,E-Commerce,Heated Tobacco,Value,13,-0.043136565,0.779311481
France,E-Commerce,Heated Tobacco,Core,34,-0.042187296,0.595214211
Turkey,Retail,Cigarettes,Premium,76,-0.04178909,0.897857032
Singapore,Retail,Cigarettes,Value,15,-0.040975606,0.966554201
China,Key Accounts,Cigarettes,Core,80,-0.039902134,0.833291825
Australia,Key Accounts,Cigarettes,Value,97,-0.038777182,0.799846765
Germany,Key Accounts,Heated Tobacco,Core,38,-0.038602191,0.642236112
United States,Retail,Cigarettes,Value,201,-0.038511146,0.594504518
Democratic Republic of the Congo,Retail,Cigarettes,Value,43,-0.03826695,0.750744991
Ukraine,Retail,Heated Tobacco,Value,16,-0.037894523,0.878665695
Venezuela,Retail,Heated Tobacco,Premium,11,-0.03776341,0.84885276
Dominican Republic,Retail,Cigarettes,Premium,46,-0.0368648,0.663262738
Mexico,E-Commerce,Heated Tobacco,Core,30,-0.035984986,0.663866003
Germany,Retail,Heated Tobacco,Value,53,-0.035434027,0.809665246
Belgium,Key Accounts,Cigarettes,Value,12,-0.034738099,0.807234642
United Kingdom,E-Commerce,Cigarettes,Premium,43,-0.034610261,0.518493163
South Africa,Retail,Heated Tobacco,Value,12,-0.033110041,0.209813641
China,E-Commerce,Heated Tobacco,Core,24,-0.033085412,0.709795095
Australia,Retail,Oral Nicotine,Value,66,-0.032865463,0.690765909
France,E-Commerce,Cigarettes,Premium,68,-0.032320771,0.614464162
Egypt,Retail,Cigarettes,Core,40,-0.031590185,0.408427873
Singapore,Retail,Cigarettes,Premium,12,-0.031361326,0.465469223
United States,Retail,Heated Tobacco,Value,146,-0.030941664,0.570571607
South Korea,Retail,Cigarettes,Core,14,-0.030072216,0.744487853
Panama,Retail,Oral Nicotine,Value,14,-0.02898155,0.799336653
Mexico,Retail,Oral Nicotine,Core,77,-0.028526454,0.673136633
France,Key Accounts,Cigarettes,Premium,97,-0.02768372,0.616354929
Spain,Retail,Oral Nicotine,Premium,20,-0.027624161,0.781577478
India,E-Commerce,Oral Nicotine,Core,19,-0.027564452,0.599950913
France,E-Commerce,Cigarettes,Value,72,-0.027159928,0.910593979
Singapore,Retail,Cigarettes,Core,13,-0.027031081,0.538645944
India,E-Commerce,Cigarettes,Premium,41,-0.026859338,0.751777041
India,Key Accounts,Oral Nicotine,Premium,26,-0.026709468,0.591049037
France,Retail,Heated Tobacco,Premium,61,-0.026188618,0.532823554
Panama,Key Accounts,Oral Nicotine,Premium,10,-0.025007942,0.942349007
Spain,Retail,Cigarettes,Value,63,-0.024857326,0.671148823
Mexico,Key Accounts,Cigarettes,Value,95,-0.024609322,0.727049175
India,Key Accounts,Oral Nicotine,Core,36,-0.023992512,0.783822574
Germany,Key Accounts,Oral Nicotine,Premium,30,-0.023396885,0.733575859
Panama,Key Accounts,Cigarettes,Core,20,-0.022505965,0.390372357
Colombia,Retail,Cigarettes,Premium,27,-0.022430793,0.95877092
China,Retail,Cigarettes,Core,113,-0.022107432,0.725357335
Brazil,Retail,Cigarettes,Value,96,-0.021620731,0.838056111
South Africa,Retail,Cigarettes,Value,32,-0.021218845,0.48618456
France,Key Accounts,Oral Nicotine,Value,34,-0.020826705,0.482758315
China,Retail,Heated Tobacco,Value,58,-0.0205313,0.653885938
Egypt,Retail,Cigarettes,Value,54,-0.019851066,0.868361931
Democratic Republic of the Congo,Key Accounts,Heated Tobacco,Premium,10,-0.019725467,0.583174999
El Salvador,Retail,Oral Nicotine,Core,29,-0.019552773,0.653525551
Philippines,Key Accounts,Cigarettes,Premium,21,-0.019261895,0.725710948
Australia,E-Commerce,Oral Nicotine,Core,32,-0.017491872,0.645955884
Egypt,E-Commerce,Cigarettes,Value,16,-0.016837562,0.689287663
Israel,Retail,Cigarettes,Premium,10,-0.016737561,0.894402512
Germany,Key Accounts,Cigarettes,Core,87,-0.016202737,0.585141898
France,Key Accounts,Cigarettes,Core,113,-0.015265465,0.695150906
United Kingdom,Key Accounts,Heated Tobacco,Core,35,-0.014838499,0.686354939
South Africa,Retail,Heated Tobacco,Core,15,-0.014741679,0.442938282
Mexico,Retail,Heated Tobacco,Premium,70,-0.014373372,0.721807853
Iran,Retail,Heated Tobacco,Value,21,-0.013878439,0.544060389
United States,Key Accounts,Cigarettes,Value,177,-0.013734246,0.62139334
Poland,Key Accounts,Cigarettes,Premium,10,-0.013679696,0.276583668
Turkey,E-Commerce,Oral Nicotine,Premium,16,-0.01352247,0.63182026
Philippines,E-Commerce,Oral Nicotine,Premium,13,-0.013490081,0.863415916
Russia,Key Accounts,Cigarettes,Core,18,-0.01297506,0.730130567
Cuba,Key Accounts,Cigarettes,Value,38,-0.012522579,0.756564938
India,Key Accounts,Heated Tobacco,Core,24,-0.012150784,0.8149559
France,E-Commerce,Heated Tobacco,Value,36,-0.011449373,0.73271995
France,Key Accounts,Oral Nicotine,Core,35,-0.010731152,0.648279671
Indonesia,Retail,Cigarettes,Value,82,-0.010665147,0.92321019
Indonesia,Retail,Cigarettes,Premium,80,-0.009776368,0.636575446
Pakistan,Retail,Cigarettes,Core,18,-0.009769854,0.950855114
Poland,E-Commerce,Cigarettes,Value,10,-0.009501492,0.859306381
Nigeria,Key Accounts,Cigarettes,Premium,41,-0.009153805,0.869546582
Colombia,Retail,Heated Tobacco,Core,11,-0.008031029,0.777400226
Egypt,Retail,Oral Nicotine,Core,12,-0.007516332,0.51313888
Austria,Retail,Cigarettes,Core,30,-0.007064567,0.705336851
United Kingdom,Retail,Heated Tobacco,Premium,40,-0.006548523,0.589482227
Turkey,Key Accounts,Oral Nicotine,Premium,22,-0.006420819,0.570832911
China,Key Accounts,Heated Tobacco,Premium,40,-0.005646729,0.687023031
Saudi Arabia,E-Commerce,Cigarettes,Premium,15,-0.00474139,0.85446445
Panama,Retail,Heated Tobacco,Value,11,-0.004245373,0.741718738
Russia,Key Accounts,Cigarettes,Premium,17,-0.004154964,0.33961088
Malaysia,Retail,Oral Nicotine,Core,12,-0.003647364,0.713817583
Cuba,Retail,Cigarettes,Value,47,-0.003043892,0.641856462
Australia,Key Accounts,Oral Nicotine,Value,48,-0.001694773,0.628550692
South Korea,Retail,Cigarettes,Premium,12,-0.001526068,0.957467283
Australia,Retail,Heated Tobacco,Core,71,-0.001236749,0.687083103
France,Retail,Cigarettes,Core,138,-7.61E-04,0.677762558
Argentina,Retail,Cigarettes,Core,20,-6.76E-04,0.910502872
Brazil,E-Commerce,Cigarettes,Value,42,-4.70E-04,0.677498877
Indonesia,Retail,Oral Nicotine,Value,39,-7.86E-05,0.723197539
Germany,E-Commerce,Heated Tobacco,Core,21,-3.75E-05,0.676503269
Guatemala,Retail,Cigarettes,Value,37,1.02E-06,0.833698185
Australia,Retail,Cigarettes,Value,124,0.001417484,0.550910656
Australia,Retail,Cigarettes,Premium,128,0.00201523,0.792124162
Mexico,E-Commerce,Cigarettes,Core,52,0.002498492,0.962828484
Germany,Retail,Oral Nicotine,Core,46,0.003294438,0.747775118
Canada,Retail,Cigarettes,Value,45,0.003532098,0.614281808
Argentina,Key Accounts,Cigarettes,Value,18,0.005065358,0.892197858
El Salvador,Key Accounts,Cigarettes,Premium,31,0.005157671,0.821814177
Mexico,Retail,Cigarettes,Core,121,0.005929743,0.799991635
Morocco,Retail,Cigarettes,Value,36,0.006147212,0.835963483
Honduras,Key Accounts,Heated Tobacco,Value,10,0.006696352,0.891048928
Netherlands,Retail,Cigarettes,Value,32,0.006866419,0.917615724
Thailand,E-Commerce,Cigarettes,Core,10,0.007457231,0.828527743
Algeria,Retail,Cigarettes,Value,19,0.007561879,0.693609425
France,E-Commerce,Cigarettes,Core,74,0.007938263,0.669656626
Guatemala,Key Accounts,Oral Nicotine,Value,10,0.008088316,0.83922037
Netherlands,E-Commerce,Cigarettes,Value,17,0.00867074,0.722294754
Belgium,Key Accounts,Cigarettes,Core,13,0.009155602,0.908605628
Australia,E-Commerce,Heated Tobacco,Premium,32,0.01012502,0.713594302
Morocco,Key Accounts,Cigarettes,Premium,19,0.012538897,0.979158752
Algeria,Retail,Cigarettes,Premium,12,0.013131199,0.942352426
El Salvador,Retail,Heated Tobacco,Value,24,0.013414787,0.773878472
Brazil,E-Commerce,Oral Nicotine,Core,16,0.013763461,0.976542198
India,Key Accounts,Oral Nicotine,Value,34,0.014737019,0.767530903
Cuba,Key Accounts,Oral Nicotine,Premium,13,0.014874381,0.689894283
Brazil,Retail,Cigarettes,Core,93,0.015801593,0.725696148
France,E-Commerce,Oral Nicotine,Premium,18,0.015824391,0.71654254
United States,E-Commerce,Cigarettes,Premium,158,0.015989008,0.846948119
Mexico,E-Commerce,Heated Tobacco,Premium,30,0.017111924,0.817102526
Ghana,Retail,Cigarettes,Premium,11,0.01736489,0.408560064
Italy,Key Accounts,Cigarettes,Premium,58,0.017431573,0.643570517
Germany,Key Accounts,Oral Nicotine,Value,28,0.018079749,0.776289904
Mexico,Key Accounts,Heated Tobacco,Value,48,0.018673079,0.678205479
Germany,E-Commerce,Oral Nicotine,Core,24,0.020201885,0.594451246
Morocco,Retail,Cigarettes,Premium,36,0.020934291,0.525835657
Germany,Retail,Oral Nicotine,Value,36,0.021902298,0.782780121
Guatemala,Retail,Oral Nicotine,Value,16,0.022250355,0.757698792
United States,Key Accounts,Cigarettes,Premium,177,0.022878082,0.73247771
Russia,Key Accounts,Heated Tobacco,Core,14,0.023494114,0.494970158
Saudi Arabia,Retail,Heated Tobacco,Value,10,0.024629676,0.671512396
United Kingdom,Key Accounts,Heated Tobacco,Value,25,0.024799294,0.66060561
Cuba,Retail,Oral Nicotine,Value,19,0.025149784,0.586928055
Dominican Republic,E-Commerce,Cigarettes,Core,26,0.025170761,0.721292099
United States,Retail,Oral Nicotine,Core,171,0.025436862,0.574582101
France,E-Commerce,Oral Nicotine,Core,15,0.025656916,0.811327546
Nigeria,Key Accounts,Cigarettes,Core,45,0.027610629,0.728634464
Nigeria,E-Commerce,Cigarettes,Core,32,0.027826528,0.683414395
Vietnam,E-Commerce,Cigarettes,Premium,11,0.027952602,0.993537205
United States,E-Commerce,Oral Nicotine,Premium,75,0.028005322,0.705209168
Iran,Key Accounts,Cigarettes,Core,41,0.029657522,0.843200875
Turkey,Retail,Oral Nicotine,Core,36,0.029807649,0.597603931
China,E-Commerce,Cigarettes,Value,37,0.031167958,0.732278045
Australia,Retail,Heated Tobacco,Value,91,0.031480077,0.645082757
Panama,Key Accounts,Oral Nicotine,Value,10,0.032504482,0.786917529
United States,Key Accounts,Oral Nicotine,Value,122,0.032989096,0.660740151
United Kingdom,Key Accounts,Oral Nicotine,Value,24,0.0339343,0.672952398
Russia,Retail,Heated Tobacco,Core,14,0.033967511,0.677830331
Austria,Retail,Oral Nicotine,Premium,11,0.035728264,0.524777936
Nigeria,Key Accounts,Cigarettes,Value,35,0.036064137,0.517563945
United Kingdom,Key Accounts,Cigarettes,Value,77,0.036065383,0.761882117
Mexico,Key Accounts,Oral Nicotine,Value,47,0.03706961,0.749732171
New Zealand,Retail,Heated Tobacco,Premium,28,0.037350809,0.558405657
Indonesia,Key Accounts,Cigarettes,Premium,63,0.037382811,0.769815199
Germany,Retail,Cigarettes,Premium,123,0.038018246,0.737443141
Cuba,Retail,Cigarettes,Premium,46,0.038740654,0.676730491
China,Retail,Heated Tobacco,Core,44,0.03919393,0.725074526
Spain,Key Accounts,Cigarettes,Core,44,0.039987139,0.88912184
Mexico,Key Accounts,Heated Tobacco,Core,45,0.040234622,0.768986549
France,Retail,Oral Nicotine,Value,54,0.040390075,0.65203728
Panama,Retail,Cigarettes,Core,26,0.040802902,0.517561339
Italy,Key Accounts,Cigarettes,Value,56,0.041097395,0.510568862
Algeria,Retail,Cigarettes,Core,15,0.041883758,0.316305431
United Kingdom,Retail,Oral Nicotine,Value,42,0.041986196,0.674112897
India,Retail,Oral Nicotine,Value,51,0.042450407,0.680409465
Mexico,Key Accounts,Heated Tobacco,Premium,24,0.044979999,0.872116261
Argentina,E-Commerce,Cigarettes,Premium,16,0.046355129,0.66052829
India,Key Accounts,Cigarettes,Value,58,0.046533722,0.887442918
Democratic Republic of the Congo,E-Commerce,Cigarettes,Core,14,0.046820503,0.624568489
Ukraine,E-Commerce,Cigarettes,Core,12,0.047194761,0.779105548
Saudi Arabia,Retail,Cigarettes,Core,26,0.048429835,0.52538325
Kenya,Retail,Cigarettes,Value,11,0.048619564,0.668455429
Pakistan,Key Accounts,Cigarettes,Core,13,0.048671278,0.959256054
United States,Key Accounts,Heated Tobacco,Premium,116,0.049790972,0.924751145
Guatemala,Retail,Cigarettes,Premium,40,0.050103045,0.915536836
Australia,Key Accounts,Heated Tobacco,Premium,56,0.050694613,0.643394255
United Kingdom,Retail,Cigarettes,Premium,95,0.052812282,0.830644628
Romania,Key Accounts,Cigarettes,Value,14,0.05351998,0.913874125
Dominican Republic,Key Accounts,Oral Nicotine,Core,12,0.053956253,0.86890737
Nigeria,Key Accounts,Oral Nicotine,Value,15,0.055463112,0.766853795
Mexico,Retail,Heated Tobacco,Value,73,0.055580383,0.741003523
Russia,E-Commerce,Cigarettes,Core,12,0.056279613,0.807801914
Russia,Retail,Cigarettes,Core,29,0.056783478,0.648912135
Turkey,Key Accounts,Heated Tobacco,Core,21,0.057510825,0.484081348
Turkey,E-Commerce,Cigarettes,Value,49,0.058827062,0.648033097
Nicaragua,Key Accounts,Cigarettes,Value,32,0.060279334,0.959124274
Turkey,Retail,Cigarettes,Core,95,0.060365936,0.865082448
India,Key Accounts,Heated Tobacco,Premium,28,0.060665726,0.627739249
France,Retail,Cigarettes,Value,152,0.061259814,0.705016746
Dominican Republic,Retail,Oral Nicotine,Premium,26,0.061515501,0.833245728
United States,E-Commerce,Cigarettes,Value,147,0.062219786,0.642030071
Indonesia,E-Commerce,Cigarettes,Value,39,0.063555372,0.778790358
Italy,Key Accounts,Cigarettes,Core,58,0.063832042,0.731905765
Nicaragua,Retail,Oral Nicotine,Value,15,0.064020295,0.736445456
Mexico,Key Accounts,Cigarettes,Core,92,0.064655141,0.679373971
United Kingdom,E-Commerce,Cigarettes,Core,47,0.064885814,0.961296215
Ukraine,Retail,Cigarettes,Premium,36,0.067149998,0.695619727
Turkey,E-Commerce,Oral Nicotine,Core,18,0.067388191,0.569363435
Australia,Retail,Heated Tobacco,Premium,74,0.068888914,0.786529759
South Africa,Key Accounts,Cigarettes,Core,23,0.069173109,0.822248306
Indonesia,Retail,Heated Tobacco,Value,48,0.069878111,0.710603496
Brazil,Retail,Cigarettes,Premium,83,0.070625705,0.785476737
Germany,Retail,Heated Tobacco,Core,64,0.070872175,0.675949999
United States,Retail,Heated Tobacco,Premium,144,0.071357728,0.819808457
Honduras,Key Accounts,Oral Nicotine,Premium,12,0.071837403,0.779088896
Netherlands,Retail,Heated Tobacco,Value,10,0.072042538,0.868924654
Thailand,Key Accounts,Cigarettes,Premium,14,0.073953206,0.9460072
United States,E-Commerce,Heated Tobacco,Value,92,0.074222942,0.862248976
India,Retail,Heated Tobacco,Premium,42,0.074808692,0.773641582
France,Retail,Cigarettes,Premium,142,0.077593561,0.714710207
Turkey,E-Commerce,Cigarettes,Premium,39,0.078404277,0.907514822
Cuba,Retail,Cigarettes,Core,53,0.078521154,0.835496253
New Zealand,Retail,Oral Nicotine,Core,20,0.078559642,0.800680812
United States,Key Accounts,Cigarettes,Core,184,0.078624521,0.653726973
Egypt,Retail,Heated Tobacco,Core,14,0.079139073,0.926448603
Senegal,Retail,Cigarettes,Premium,10,0.080621543,0.895783701
Canada,Retail,Oral Nicotine,Value,10,0.081150577,0.609054484
Turkey,E-Commerce,Heated Tobacco,Value,12,0.081449808,0.761170287
China,Retail,Oral Nicotine,Value,43,0.084016226,0.709883198
India,Retail,Oral Nicotine,Core,49,0.084634863,0.840021967
Spain,E-Commerce,Cigarettes,Premium,27,0.08474118,0.740474851
Iraq,Retail,Cigarettes,Value,36,0.086889685,0.731888672
India,Retail,Cigarettes,Value,87,0.087952861,0.936284996
Philippines,E-Commerce,Cigarettes,Premium,16,0.088700364,0.997466443
South Africa,Key Accounts,Heated Tobacco,Value,10,0.088868561,0.347496786
Italy,Retail,Heated Tobacco,Core,38,0.089071198,0.791399382
Canada,E-Commerce,Cigarettes,Value,12,0.089724608,0.889607231
Honduras,Retail,Oral Nicotine,Core,22,0.090733475,0.530117167
Philippines,Retail,Oral Nicotine,Premium,23,0.090749842,0.693542926
Iraq,Retail,Heated Tobacco,Value,10,0.090808422,0.748355067
India,E-Commerce,Heated Tobacco,Premium,23,0.091088734,0.633347803
Algeria,E-Commerce,Cigarettes,Value,10,0.096004029,0.658931288
South Africa,Key Accounts,Cigarettes,Premium,24,0.09651716,0.515951361
Spain,Retail,Oral Nicotine,Core,25,0.096721094,0.666869107
Honduras,Retail,Oral Nicotine,Premium,26,0.097918419,0.818310573
New Zealand,Retail,Heated Tobacco,Core,18,0.098197536,0.925595165
Germany,Key Accounts,Cigarettes,Premium,87,0.098317612,0.524989677
Indonesia,Key Accounts,Cigarettes,Core,61,0.098923217,0.934652916
Tanzania,Key Accounts,Cigarettes,Core,10,0.0991538,0.86693989
Morocco,Retail,Heated Tobacco,Premium,10,0.099264696,0.679755454
Philippines,Key Accounts,Oral Nicotine,Premium,13,0.100719298,0.751422855
Australia,Retail,Cigarettes,Core,144,0.101812667,0.752392923
United Kingdom,Retail,Heated Tobacco,Value,35,0.102387911,0.589854986
United States,E-Commerce,Cigarettes,Core,151,0.104327744,0.820231924
Australia,Key Accounts,Cigarettes,Premium,85,0.106974204,0.864809349
Saudi Arabia,Retail,Heated Tobacco,Premium,16,0.107868277,0.907907051
Dominican Republic,Retail,Heated Tobacco,Value,20,0.107945543,0.878064412
Mexico,E-Commerce,Cigarettes,Value,59,0.111500894,0.800188065
Spain,Retail,Heated Tobacco,Value,28,0.112220525,0.847959003
United States,E-Commerce,Heated Tobacco,Premium,76,0.112319669,0.862441399
New Zealand,Retail,Heated Tobacco,Value,21,0.113463321,0.529776455
Mexico,Retail,Cigarettes,Premium,117,0.11348644,0.885844069
Vietnam,Key Accounts,Cigarettes,Core,12,0.115736887,0.755674274
Italy,Retail,Heated Tobacco,Value,26,0.116977197,0.670466408
Pakistan,Key Accounts,Cigarettes,Value,16,0.117227326,0.995541381
Nicaragua,Retail,Cigarettes,Value,53,0.117503194,0.785163995
Nigeria,E-Commerce,Cigarettes,Value,21,0.118172644,0.850763202
Honduras,Retail,Heated Tobacco,Core,21,0.119965379,0.811104918
United States,Retail,Oral Nicotine,Value,155,0.120708815,0.692900634
Mexico,Retail,Oral Nicotine,Premium,76,0.121603872,0.784707701
Spain,Key Accounts,Cigarettes,Value,47,0.12189775,0.911368286
Belgium,Retail,Cigarettes,Premium,16,0.122042015,0.915501968
Iraq,Key Accounts,Heated Tobacco,Value,11,0.123431258,0.692822047
El Salvador,Key Accounts,Heated Tobacco,Core,14,0.126034277,0.894081462
Australia,Key Accounts,Heated Tobacco,Core,44,0.126747143,0.65942919
Italy,Retail,Cigarettes,Value,75,0.127401679,0.8719531
Dominican Republic,Retail,Heated Tobacco,Premium,22,0.128081168,0.883018445
United States,Retail,Oral Nicotine,Premium,149,0.128912216,0.596035236
Honduras,E-Commerce,Cigarettes,Core,22,0.129458499,0.829445272
Iraq,Retail,Cigarettes,Premium,31,0.13013676,0.547200022
Italy,E-Commerce,Oral Nicotine,Premium,11,0.13291105,0.765668357
Cuba,E-Commerce,Cigarettes,Premium,26,0.134635005,0.979092297
Indonesia,Key Accounts,Oral Nicotine,Value,25,0.1348038,0.66768901
Mexico,Retail,Heated Tobacco,Core,69,0.136134403,0.821338277
United Kingdom,Key Accounts,Cigarettes,Core,78,0.136913565,0.875050496
Nigeria,Key Accounts,Oral Nicotine,Premium,13,0.141046598,0.802701594
China,Retail,Oral Nicotine,Premium,47,0.142042772,0.589271855
Dominican Republic,Key Accounts,Cigarettes,Premium,25,0.142089768,0.95676588
India,Retail,Cigarettes,Core,102,0.142159479,0.711388146
Netherlands,Key Accounts,Cigarettes,Core,16,0.143139956,0.930679844
New Zealand,E-Commerce,Heated Tobacco,Premium,10,0.145785012,0.832639564
Honduras,Key Accounts,Oral Nicotine,Core,20,0.149403132,0.879046993
Nicaragua,Key Accounts,Heated Tobacco,Core,12,0.149488377,0.654363025
Argentina,Retail,Oral Nicotine,Core,13,0.150503307,0.856671259
Canada,Key Accounts,Cigarettes,Core,22,0.150686005,0.877612601
Mexico,E-Commerce,Heated Tobacco,Value,21,0.150788916,0.73571361
Cuba,E-Commerce,Cigarettes,Core,20,0.15126243,0.78134121
Italy,Retail,Heated Tobacco,Premium,30,0.151476873,0.799669868
Australia,Key Accounts,Heated Tobacco,Value,48,0.155373299,0.584409261
Nigeria,Retail,Oral Nicotine,Premium,18,0.156993195,0.774405171
Bangladesh,Retail,Cigarettes,Premium,11,0.157625081,0.754575432
El Salvador,Retail,Cigarettes,Premium,64,0.15775259,0.940351516
Egypt,Retail,Heated Tobacco,Value,17,0.15866701,0.567476644
Japan,Retail,Cigarettes,Value,22,0.160852104,0.985887582
France,Key Accounts,Heated Tobacco,Core,58,0.161163782,0.660879808
India,E-Commerce,Heated Tobacco,Core,21,0.161878466,0.825048985
Morocco,E-Commerce,Cigarettes,Value,19,0.162357448,0.766063891
United Kingdom,Retail,Oral Nicotine,Core,31,0.163217186,0.8175314
Nigeria,Retail,Cigarettes,Premium,71,0.163994602,0.831084881
Germany,E-Commerce,Heated Tobacco,Value,21,0.165035058,0.77183828
United Kingdom,E-Commerce,Oral Nicotine,Premium,12,0.167993207,0.436533446
Spain,Retail,Cigarettes,Premium,56,0.172509139,0.780649183
Australia,Key Accounts,Cigarettes,Core,106,0.172964456,0.858843959
South Africa,E-Commerce,Cigarettes,Premium,19,0.173331458,0.638230825
El Salvador,E-Commerce,Oral Nicotine,Premium,14,0.17698393,0.947913386
Argentina,Key Accounts,Cigarettes,Core,18,0.177035077,0.705534854
Germany,Key Accounts,Heated Tobacco,Premium,32,0.177214215,0.752232324
Philippines,Key Accounts,Cigarettes,Core,25,0.177419558,0.960371706
El Salvador,E-Commerce,Cigarettes,Core,21,0.177587149,0.720677756
Brazil,Key Accounts,Heated Tobacco,Core,27,0.17864402,0.854141842
Australia,E-Commerce,Cigarettes,Value,56,0.179027985,0.975875954
New Zealand,Retail,Cigarettes,Core,41,0.179127295,0.843589291
Philippines,Retail,Cigarettes,Core,40,0.180726626,0.971960459
United Kingdom,Retail,Oral Nicotine,Premium,28,0.181652844,0.886247432
Ireland,Retail,Cigarettes,Value,10,0.182596754,0.557937608
Spain,Retail,Oral Nicotine,Value,19,0.18408276,0.855971444
Brazil,Retail,Heated Tobacco,Premium,48,0.184100548,0.661333281
Australia,Key Accounts,Oral Nicotine,Core,52,0.187741541,0.737236218
Algeria,E-Commerce,Cigarettes,Core,10,0.187882531,0.876292652
United States,E-Commerce,Oral Nicotine,Core,91,0.188047894,0.752837562
India,Retail,Heated Tobacco,Value,59,0.188072376,0.739181485
Colombia,Retail,Heated Tobacco,Value,15,0.188597807,0.718144222
Cuba,Key Accounts,Cigarettes,Core,29,0.18902682,0.578962707
Nicaragua,Retail,Cigarettes,Core,43,0.192839225,0.978617022
Italy,Key Accounts,Oral Nicotine,Premium,14,0.19478229,0.821865678
Nicaragua,E-Commerce,Cigarettes,Premium,15,0.195079892,0.520621669
China,Key Accounts,Cigarettes,Premium,79,0.195213637,0.855535916
Ghana,Retail,Cigarettes,Core,12,0.197778801,0.929915289
Turkey,E-Commerce,Heated Tobacco,Core,14,0.19801759,0.718298913
Australia,E-Commerce,Oral Nicotine,Value,27,0.198359354,0.928362378
Philippines,Retail,Heated Tobacco,Premium,21,0.198826766,0.944214138
Dominican Republic,Key Accounts,Cigarettes,Value,31,0.199437234,0.940638981
Australia,Retail,Oral Nicotine,Premium,84,0.199809787,0.628919117
India,E-Commerce,Cigarettes,Core,39,0.200342095,0.640136576
China,E-Commerce,Oral Nicotine,Value,21,0.200694112,0.869376593
Honduras,Key Accounts,Heated Tobacco,Core,20,0.201031966,0.839714483
Brazil,Key Accounts,Oral Nicotine,Premium,27,0.202210087,0.749127233
Nigeria,Key Accounts,Heated Tobacco,Value,18,0.202806386,0.415614748
China,Retail,Cigarettes,Premium,100,0.203616135,0.823815833
Italy,Key Accounts,Oral Nicotine,Value,16,0.205187348,0.780013251
Iran,E-Commerce,Cigarettes,Core,17,0.20582026,0.991247865
Brazil,E-Commerce,Heated Tobacco,Core,15,0.206909573,0.750875428
Indonesia,E-Commerce,Oral Nicotine,Value,12,0.208754857,0.681665449
Nigeria,Retail,Cigarettes,Core,64,0.209148614,0.816487625
Germany,E-Commerce,Oral Nicotine,Premium,19,0.209924191,0.847406737
Argentina,Retail,Oral Nicotine,Premium,18,0.216107698,0.709074928
France,E-Commerce,Heated Tobacco,Premium,21,0.219002678,0.75372207
Dominican Republic,Key Accounts,Oral Nicotine,Value,13,0.22011334,0.902084772
Cuba,Retail,Oral Nicotine,Premium,20,0.220710874,0.721233271
Chile,Retail,Cigarettes,Premium,11,0.220916173,0.982191877
Italy,E-Commerce,Heated Tobacco,Value,10,0.221227479,0.825677158
Nicaragua,Retail,Heated Tobacco,Premium,11,0.222108738,0.822686734
Netherlands,Retail,Oral Nicotine,Premium,14,0.22231318,0.805987381
Iran,Key Accounts,Cigarettes,Value,30,0.224739597,0.833221519
Guatemala,Retail,Oral Nicotine,Core,21,0.225964676,0.796480485
Russia,Key Accounts,Cigarettes,Value,21,0.226687788,0.744366921
Guatemala,Retail,Heated Tobacco,Core,20,0.227311141,0.762871503
Romania,Retail,Cigarettes,Value,12,0.227629039,0.662118093
China,E-Commerce,Oral Nicotine,Core,30,0.230431269,0.71131521
France,Retail,Oral Nicotine,Core,54,0.230992999,0.788944738
United Kingdom,E-Commerce,Heated Tobacco,Value,20,0.233692766,0.764139166
Philippines,E-Commerce,Oral Nicotine,Core,15,0.235342689,0.766779324
Brazil,E-Commerce,Oral Nicotine,Value,22,0.235837098,0.833029524
Colombia,Retail,Heated Tobacco,Premium,10,0.236114984,0.740988168
Indonesia,Key Accounts,Heated Tobacco,Core,22,0.23832706,0.888310228
Colombia,Retail,Cigarettes,Value,28,0.239170116,0.820489823
Turkey,E-Commerce,Cigarettes,Core,38,0.24069862,0.755356444
China,Retail,Oral Nicotine,Core,61,0.241569186,0.799124433
Guatemala,Retail,Oral Nicotine,Premium,21,0.242007636,0.782147327
El Salvador,Key Accounts,Oral Nicotine,Core,16,0.242147135,0.835251947
Netherlands,E-Commerce,Cigarettes,Core,11,0.243334193,0.847276153
Indonesia,Retail,Heated Tobacco,Premium,35,0.244450881,0.846355662
