shipment_fact_id,date_week_id,country_id.x,region_id,product_id,wholesaler_id,channel_id,shipment_volume,sell_in_revenue,trade_incentive_pct,contribution_margin_proxy,list_price,net_invoice_price,price_change_flag,price_strategy,incentive_type,incentive_pct,incentive_amount,compliance_flag,product_variant_name,pmi_product_family,pmi_product_category,brand_tier,pack_size,nicotine_format,operating_country,macro_region,channel_name,fiscal_year,fiscal_week,fiscal_quarter,month,week_start_date,week_end_date,wholesaler_name,wholesaler_tier,country_id.y,primary_channel_id,net_unit_price,list_unit_price,discount_rate,trade_spend_amount,price_realization_pct,revenue_net_of_trade
1394,201425,64,82,OFF-PA-10003892,387,3,2,98,0,45.98,49,49,0,Value Drive,Contract Rebate,0,0,1,CIG-VAR-258284,Cigarettes,Combustible,Value,20-pack,Combustible,United States,US,Key Accounts,2014,25,2,6,2014-06-23,2014-06-29,WH-United States-Key Accounts-7900,T1,64,3,49,49,0,0,1,98
1395,201426,64,82,OFF-PA-10003790,387,3,3,69,0,31.52,23,23,0,Contracted,Contract Rebate,0,0,1,CIG-VAR-212347,Cigarettes,Combustible,Core,10-pack,Combustible,United States,US,Key Accounts,2014,26,2,6,2014-06-30,2014-07-06,WH-United States-Key Accounts-7900,T1,64,3,23,23,0,0,1,69
1396,201429,64,82,OFF-PA-10004519,385,1,2,9,0,4.39,4.5,4.5,0,Value Drive,Price Support,0,0,1,CIG-VAR-005648,Cigarettes,Combustible,Value,Multi-pack,Combustible,United States,US,Retail,2014,29,3,7,2014-07-21,2014-07-27,WH-United States-Retail-2602,T2,64,1,4.5,4.5,0,0,1,9
1397,201430,64,82,OFF-PA-10000743,387,3,2,13,0,6.41,6.5,6.5,0,Value Drive,Contract Rebate,0,0,1,CIG-VAR-236309,Cigarettes,Combustible,Value,20-pack,Combustible,United States,US,Key Accounts,2014,30,3,7,2014-07-28,2014-08-03,WH-United States-Key Accounts-7900,T1,64,3,6.5,6.5,0,0,1,13
1398,201433,64,82,OFF-PA-10003441,386,2,4,26,0,12.44,6.5,6.5,1,Premium Hold,Display Allowance,0,0,1,CIG-VAR-121596,Cigarettes,Combustible,Premium,30-pack,Combustible,United States,US,E-Commerce,2014,33,3,8,2014-08-18,2014-08-24,WH-United States-E-Commerce-5538,T3,64,2,6.5,6.5,0,0,1,26
1399,201436,64,82,OFF-PA-10003893,387,3,4,17,0,7.7,4.25,4.25,0,Contracted,Contract Rebate,0,0,1,CIG-VAR-257197,Cigarettes,Combustible,Core,Multi-pack,Combustible,United States,US,Key Accounts,2014,36,3,9,2014-09-08,2014-09-14,WH-United States-Key Accounts-7900,T1,64,3,4.25,4.25,0,0,1,17
1400,201436,64,82,OFF-PA-10000418,386,2,4,419,0,201.31,104.75,104.75,0,Premium Hold,Display Allowance,0,0,1,CIG-VAR-668295,Cigarettes,Combustible,Premium,20-pack,Combustible,United States,US,E-Commerce,2014,36,3,9,2014-09-08,2014-09-14,WH-United States-E-Commerce-5538,T3,64,2,104.75,104.75,0,0,1,419
1401,201437,64,82,OFF-PA-10004911,385,1,2,19,0,9,9.5,9.5,1,Value Drive,Price Support,0,0,1,CIG-VAR-627569,Cigarettes,Combustible,Value,20-pack,Combustible,United States,US,Retail,2014,37,3,9,2014-09-15,2014-09-21,WH-United States-Retail-2602,T2,64,1,9.5,9.5,0,0,1,19
1402,201438,64,82,OFF-PA-10002741,385,1,2,9,0,3.85,4.5,4.5,1,Value Drive,Price Support,0,0,1,CIG-VAR-606446,Cigarettes,Combustible,Value,30-pack,Combustible,United States,US,Retail,2014,38,3,9,2014-09-22,2014-09-28,WH-United States-Retail-2602,T2,64,1,4.5,4.5,0,0,1,9
1403,201438,64,82,OFF-PA-10003845,385,1,2,12,0,5.66,6,6,0,Value Drive,Price Support,0,0,1,CIG-VAR-773669,Cigarettes,Combustible,Value,Multi-pack,Combustible,United States,US,Retail,2014,38,3,9,2014-09-22,2014-09-28,WH-United States-Retail-2602,T2,64,1,6,6,0,0,1,12
1404,201438,64,82,OFF-PA-10001639,387,3,3,19,0,9.33,6.3333,6.3333,0,Contracted,Contract Rebate,0,0,1,CIG-VAR-019840,Cigarettes,Combustible,Core,30-pack,Combustible,United States,US,Key Accounts,2014,38,3,9,2014-09-22,2014-09-28,WH-United States-Key Accounts-7900,T1,64,3,6.3333,6.3333,0,0,1,19
1405,201438,64,82,OFF-PA-10004782,385,1,5,32,0,15.55,6.4,6.4,0,Value Drive,Price Support,0,0,1,CIG-VAR-886163,Cigarettes,Combustible,Value,10-pack,Combustible,United States,US,Retail,2014,38,3,9,2014-09-22,2014-09-28,WH-United States-Retail-2602,T2,64,1,6.4,6.4,0,0,1,32
1406,201439,64,82,OFF-PA-10002713,385,1,2,14,0,6.33,7,7,1,Premium Hold,Display Allowance,0,0,1,CIG-VAR-117291,Cigarettes,Combustible,Premium,Multi-pack,Combustible,United States,US,Retail,2014,39,3,9,2014-09-29,2014-10-05,WH-United States-Retail-2602,T2,64,1,7,7,0,0,1,14
1407,201439,64,82,OFF-PA-10000807,385,1,9,39,0,18.1,4.3333,4.3333,0,Premium Hold,Display Allowance,0,0,1,CIG-VAR-988479,Cigarettes,Combustible,Premium,20-pack,Combustible,United States,US,Retail,2014,39,3,9,2014-09-29,2014-10-05,WH-United States-Retail-2602,T2,64,1,4.3333,4.3333,0,0,1,39
1408,201440,64,82,OFF-PA-10004438,385,1,4,49,0,23.09,12.25,12.25,0,Premium Hold,Display Allowance,0,0,1,CIG-VAR-331098,Cigarettes,Combustible,Premium,10-pack,Combustible,United States,US,Retail,2014,40,4,10,2014-10-06,2014-10-12,WH-United States-Retail-2602,T2,64,1,12.25,12.25,0,0,1,49
1409,201441,64,82,OFF-PA-10001033,387,3,1,41,0,20.09,41,41,0,Value Drive,Contract Rebate,0,0,1,CIG-VAR-679619,Cigarettes,Combustible,Value,30-pack,Combustible,United States,US,Key Accounts,2014,41,4,10,2014-10-13,2014-10-19,WH-United States-Key Accounts-7900,T1,64,3,41,41,0,0,1,41
1410,201441,64,82,OFF-PA-10002377,386,2,3,17,0,7.67,5.6667,5.6667,0,Value Drive,Price Support,0,0,1,CIG-VAR-319241,Cigarettes,Combustible,Value,10-pack,Combustible,United States,US,E-Commerce,2014,41,4,10,2014-10-13,2014-10-19,WH-United States-E-Commerce-5538,T3,64,2,5.6667,5.6667,0,0,1,17
1411,201441,64,82,OFF-PA-10000069,385,1,2,19,0,8.92,9.5,9.5,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-061489,Cigarettes,Combustible,Core,10-pack,Combustible,United States,US,Retail,2014,41,4,10,2014-10-13,2014-10-19,WH-United States-Retail-2602,T2,64,1,9.5,9.5,0,0,1,19
1412,201442,64,82,OFF-PA-10000477,385,1,2,10,0,4.68,5,5,0,Value Drive,Price Support,0,0,1,CIG-VAR-605657,Cigarettes,Combustible,Value,30-pack,Combustible,United States,US,Retail,2014,42,4,10,2014-10-20,2014-10-26,WH-United States-Retail-2602,T2,64,1,5,5,0,0,1,10
1413,201445,64,82,OFF-PA-10004071,385,1,2,111,0,53.26,55.5,55.5,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-690748,Cigarettes,Combustible,Core,10-pack,Combustible,United States,US,Retail,2014,45,4,11,2014-11-10,2014-11-16,WH-United States-Retail-2602,T2,64,1,55.5,55.5,0,0,1,111
1414,201445,64,82,OFF-PA-10001870,385,1,2,13,0,6.22,6.5,6.5,0,Value Drive,Price Support,0,0,1,CIG-VAR-176120,Cigarettes,Combustible,Value,10-pack,Combustible,United States,US,Retail,2014,45,4,11,2014-11-10,2014-11-16,WH-United States-Retail-2602,T2,64,1,6.5,6.5,0,0,1,13
1415,201445,64,82,OFF-PA-10003302,385,1,9,319,0,149.91,35.4444,35.4444,1,Premium Hold,Display Allowance,0,0,1,CIG-VAR-796491,Cigarettes,Combustible,Premium,20-pack,Combustible,United States,US,Retail,2014,45,4,11,2014-11-10,2014-11-16,WH-United States-Retail-2602,T2,64,1,35.4444,35.4444,0,0,1,319
1416,201447,64,82,OFF-PA-10004092,385,1,3,147,0,73.41,49,49,0,Premium Hold,Display Allowance,0,0,1,CIG-VAR-530187,Cigarettes,Combustible,Premium,10-pack,Combustible,United States,US,Retail,2014,47,4,11,2014-11-24,2014-11-30,WH-United States-Retail-2602,T2,64,1,49,49,0,0,1,147
1417,201447,64,82,OFF-PA-10004735,385,1,6,39,0,18.66,6.5,6.5,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-882787,Cigarettes,Combustible,Core,10-pack,Combustible,United States,US,Retail,2014,47,4,11,2014-11-24,2014-11-30,WH-United States-Retail-2602,T2,64,1,6.5,6.5,0,0,1,39
1418,201447,64,82,OFF-PA-10002986,386,2,2,13,0,6.41,6.5,6.5,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-907378,Cigarettes,Combustible,Core,Multi-pack,Combustible,United States,US,E-Commerce,2014,47,4,11,2014-11-24,2014-11-30,WH-United States-E-Commerce-5538,T3,64,2,6.5,6.5,0,0,1,13
1419,201447,64,82,OFF-PA-10003651,385,1,7,47,0,22.44,6.7143,6.7143,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-012973,Cigarettes,Combustible,Core,20-pack,Combustible,United States,US,Retail,2014,47,4,11,2014-11-24,2014-11-30,WH-United States-Retail-2602,T2,64,1,6.7143,6.7143,0,0,1,47
1420,201448,64,82,OFF-PA-10001838,387,3,1,6,0,2.88,6,6,0,Contracted,Contract Rebate,0,0,1,CIG-VAR-888421,Cigarettes,Combustible,Core,30-pack,Combustible,United States,US,Key Accounts,2014,48,4,12,2014-12-01,2014-12-07,WH-United States-Key Accounts-7900,T1,64,3,6,6,0,0,1,6
1421,201448,64,82,OFF-PA-10001972,385,1,2,13,0,6.22,6.5,6.5,0,Premium Hold,Display Allowance,0,0,1,CIG-VAR-731808,Cigarettes,Combustible,Premium,Multi-pack,Combustible,United States,US,Retail,2014,48,4,12,2014-12-01,2014-12-07,WH-United States-Retail-2602,T2,64,1,6.5,6.5,0,0,1,13
1422,201449,64,82,OFF-PA-10000007,385,1,6,22,0,9.94,3.6667,3.6667,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-396247,Cigarettes,Combustible,Core,20-pack,Combustible,United States,US,Retail,2014,49,4,12,2014-12-08,2014-12-14,WH-United States-Retail-2602,T2,64,1,3.6667,3.6667,0,0,1,22
1423,201450,64,82,OFF-PA-10003172,385,1,3,19,0,9.33,6.3333,6.3333,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-543220,Cigarettes,Combustible,Core,10-pack,Combustible,United States,US,Retail,2014,50,4,12,2014-12-15,2014-12-21,WH-United States-Retail-2602,T2,64,1,6.3333,6.3333,0,0,1,19
1424,201450,64,82,OFF-PA-10002245,385,1,3,18,0,8.07,6,6,0,Premium Hold,Display Allowance,0,0,1,CIG-VAR-289827,Cigarettes,Combustible,Premium,10-pack,Combustible,United States,US,Retail,2014,50,4,12,2014-12-15,2014-12-21,WH-United States-Retail-2602,T2,64,1,6,6,0,0,1,18
1425,201452,64,82,OFF-PA-10004156,387,3,3,34,0,16.67,11.3333,11.3333,1,Value Drive,Contract Rebate,0,0,1,CIG-VAR-573308,Cigarettes,Combustible,Value,30-pack,Combustible,United States,US,Key Accounts,2014,52,4,12,2014-12-29,2015-01-04,WH-United States-Key Accounts-7900,T1,64,3,11.3333,11.3333,0,0,1,34
1426,201452,64,82,OFF-PA-10001970,387,3,5,280,0,137.15,56,56,0,Premium Hold,Contract Rebate,0,0,1,CIG-VAR-861546,Cigarettes,Combustible,Premium,Multi-pack,Combustible,United States,US,Key Accounts,2014,52,4,12,2014-12-29,2015-01-04,WH-United States-Key Accounts-7900,T1,64,3,56,56,0,0,1,280
1427,201111,64,83,OFF-AR-10001427,385,1,3,18,0,4.66,6,6,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-277963,Cigarettes,Combustible,Core,30-pack,Combustible,United States,US,Retail,2011,11,1,3,2011-03-14,2011-03-20,WH-United States-Retail-2602,T2,64,1,6,6,0,0,1,18
1428,201111,64,83,OFF-ST-10002344,385,1,3,243,0,4.86,81,81,0,Value Drive,Price Support,0,0,1,CIG-VAR-316079,Cigarettes,Combustible,Value,10-pack,Combustible,United States,US,Retail,2011,11,1,3,2011-03-14,2011-03-20,WH-United States-Retail-2602,T2,64,1,81,81,0,0,1,243
1429,201119,64,83,OFF-AP-10000696,387,3,4,58,0,19.03,14.5,14.5,0,Premium Hold,Contract Rebate,0,0,1,CIG-VAR-998328,Cigarettes,Combustible,Premium,20-pack,Combustible,United States,US,Key Accounts,2011,19,2,5,2011-05-09,2011-05-15,WH-United States-Key Accounts-7900,T1,64,3,14.5,14.5,0,0,1,58
1430,201138,64,83,OFF-AP-10004785,385,1,2,23,0,9.74,11.5,11.5,0,Value Drive,Price Support,0,0,1,CIG-VAR-437024,Cigarettes,Combustible,Value,30-pack,Combustible,United States,US,Retail,2011,38,3,9,2011-09-19,2011-09-25,WH-United States-Retail-2602,T2,64,1,11.5,11.5,0,0,1,23
1431,201138,64,83,OFF-FA-10000840,385,1,5,6,0,2.68,1.2,1.2,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-594238,Cigarettes,Combustible,Core,30-pack,Combustible,United States,US,Retail,2011,38,3,9,2011-09-19,2011-09-25,WH-United States-Retail-2602,T2,64,1,1.2,1.2,0,0,1,6
1432,201138,64,83,OFF-PA-10002923,385,1,1,49,0,24.47,49,49,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-044965,Cigarettes,Combustible,Core,30-pack,Combustible,United States,US,Retail,2011,38,3,9,2011-09-19,2011-09-25,WH-United States-Retail-2602,T2,64,1,49,49,0,0,1,49
1433,201138,64,83,OFF-SU-10001574,385,1,2,7,0,2.19,3.5,3.5,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-031576,Cigarettes,Combustible,Core,20-pack,Combustible,United States,US,Retail,2011,38,3,9,2011-09-19,2011-09-25,WH-United States-Retail-2602,T2,64,1,3.5,3.5,0,0,1,7
1434,201143,64,83,OFF-PA-10000167,385,1,2,62,0,27.88,31,31,0,Value Drive,Price Support,0,0,1,CIG-VAR-277028,Cigarettes,Combustible,Value,10-pack,Combustible,United States,US,Retail,2011,43,4,10,2011-10-24,2011-10-30,WH-United States-Retail-2602,T2,64,1,31,31,0,0,1,62
1435,201146,64,83,OFF-AP-10002892,387,3,1,23,0,6.89,23,23,0,Value Drive,Contract Rebate,0,0,1,CIG-VAR-401927,Cigarettes,Combustible,Value,20-pack,Combustible,United States,US,Key Accounts,2011,46,4,11,2011-11-14,2011-11-20,WH-United States-Key Accounts-7900,T1,64,3,23,23,0,0,1,23
1436,201212,64,83,OFF-PA-10004359,387,3,2,210,0,100.66,105,105,0,Value Drive,Contract Rebate,0,0,1,CIG-VAR-240134,Cigarettes,Combustible,Value,20-pack,Combustible,United States,US,Key Accounts,2012,12,1,3,2012-03-19,2012-03-25,WH-United States-Key Accounts-7900,T1,64,3,105,105,0,0,1,210
1437,201212,64,83,OFF-ST-10000142,387,3,3,1248,0,349.34,416,416,0,Premium Hold,Contract Rebate,0,0,1,CIG-VAR-018654,Cigarettes,Combustible,Premium,10-pack,Combustible,United States,US,Key Accounts,2012,12,1,3,2012-03-19,2012-03-25,WH-United States-Key Accounts-7900,T1,64,3,416,416,0,0,1,1248
1438,201215,64,83,OFF-ST-10000419,386,2,3,41,0,0.41,13.6667,13.6667,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-447229,Cigarettes,Combustible,Core,30-pack,Combustible,United States,US,E-Commerce,2012,15,2,4,2012-04-09,2012-04-15,WH-United States-E-Commerce-5538,T3,64,2,13.6667,13.6667,0,0,1,41
1439,201223,64,83,OFF-AR-10004685,385,1,2,9,0,3.06,4.5,4.5,0,Value Drive,Price Support,0,0,1,CIG-VAR-174995,Cigarettes,Combustible,Value,10-pack,Combustible,United States,US,Retail,2012,23,2,6,2012-06-04,2012-06-10,WH-United States-Retail-2602,T2,64,1,4.5,4.5,0,0,1,9
1440,201223,64,83,OFF-LA-10000443,385,1,2,7,0,3.47,3.5,3.5,0,Value Drive,Price Support,0,0,1,CIG-VAR-138167,Cigarettes,Combustible,Value,10-pack,Combustible,United States,US,Retail,2012,23,2,6,2012-06-04,2012-06-10,WH-United States-Retail-2602,T2,64,1,3.5,3.5,0,0,1,7
1441,201228,64,83,OFF-PA-10001763,385,1,3,30,0,13.49,10,10,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-477493,Cigarettes,Combustible,Core,30-pack,Combustible,United States,US,Retail,2012,28,3,7,2012-07-09,2012-07-15,WH-United States-Retail-2602,T2,64,1,10,10,0,0,1,30
1442,201230,64,83,OFF-FA-10004395,385,1,2,9,0,0.47,4.5,4.5,0,Premium Hold,Display Allowance,0,0,1,CIG-VAR-726345,Cigarettes,Combustible,Premium,30-pack,Combustible,United States,US,Retail,2012,30,3,7,2012-07-23,2012-07-29,WH-United States-Retail-2602,T2,64,1,4.5,4.5,0,0,1,9
1443,201230,64,83,OFF-PA-10004782,385,1,2,13,0,6.22,6.5,6.5,0,Value Drive,Price Support,0,0,1,CIG-VAR-886163,Cigarettes,Combustible,Value,10-pack,Combustible,United States,US,Retail,2012,30,3,7,2012-07-23,2012-07-29,WH-United States-Retail-2602,T2,64,1,6.5,6.5,0,0,1,13
1444,201237,64,83,OFF-ST-10003994,385,1,6,354,0,17.69,59,59,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-764404,Cigarettes,Combustible,Core,30-pack,Combustible,United States,US,Retail,2012,37,3,9,2012-09-10,2012-09-16,WH-United States-Retail-2602,T2,64,1,59,59,0,0,1,354
1445,201239,64,83,OFF-AR-10004042,385,1,2,36,0,10.43,18,18,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-955348,Cigarettes,Combustible,Core,20-pack,Combustible,United States,US,Retail,2012,39,3,9,2012-09-24,2012-09-30,WH-United States-Retail-2602,T2,64,1,18,18,0,0,1,36
1446,201239,64,83,OFF-AR-10002067,387,3,5,99,0,25.79,19.8,19.8,0,Premium Hold,Contract Rebate,0,0,1,CIG-VAR-037620,Cigarettes,Combustible,Premium,10-pack,Combustible,United States,US,Key Accounts,2012,39,3,9,2012-09-24,2012-09-30,WH-United States-Key Accounts-7900,T1,64,3,19.8,19.8,0,0,1,99
1447,201248,64,83,OFF-PA-10004255,386,2,5,32,0,15.55,6.4,6.4,0,Premium Hold,Display Allowance,0,0,1,CIG-VAR-567741,Cigarettes,Combustible,Premium,20-pack,Combustible,United States,US,E-Commerce,2012,48,4,11,2012-11-26,2012-12-02,WH-United States-E-Commerce-5538,T3,64,2,6.4,6.4,0,0,1,32
1448,201248,64,83,OFF-PA-10002222,386,2,5,114,0,52.53,22.8,22.8,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-398257,Cigarettes,Combustible,Core,20-pack,Combustible,United States,US,E-Commerce,2012,48,4,11,2012-11-26,2012-12-02,WH-United States-E-Commerce-5538,T3,64,2,22.8,22.8,0,0,1,114
1449,201248,64,83,OFF-ST-10002554,386,2,3,147,0,2.93,49,49,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-015793,Cigarettes,Combustible,Core,Multi-pack,Combustible,United States,US,E-Commerce,2012,48,4,11,2012-11-26,2012-12-02,WH-United States-E-Commerce-5538,T3,64,2,49,49,0,0,1,147
1450,201249,64,83,OFF-FA-10003467,385,1,2,4,0,0,2,2,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-754342,Cigarettes,Combustible,Core,20-pack,Combustible,United States,US,Retail,2012,49,4,12,2012-12-03,2012-12-09,WH-United States-Retail-2602,T2,64,1,2,2,0,0,1,4
1451,201249,64,83,OFF-LA-10000634,385,1,1,3,0,1.2,3,3,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-678859,Cigarettes,Combustible,Core,30-pack,Combustible,United States,US,Retail,2012,49,4,12,2012-12-03,2012-12-09,WH-United States-Retail-2602,T2,64,1,3,3,0,0,1,3
1452,201251,64,83,OFF-PA-10004948,385,1,1,5,0,2.34,5,5,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-235603,Cigarettes,Combustible,Core,10-pack,Combustible,United States,US,Retail,2012,51,4,12,2012-12-17,2012-12-23,WH-United States-Retail-2602,T2,64,1,5,5,0,0,1,5
1453,201316,64,83,OFF-SU-10003567,385,1,3,29,0,0.86,9.6667,9.6667,0,Premium Hold,Display Allowance,0,0,1,CIG-VAR-047595,Cigarettes,Combustible,Premium,20-pack,Combustible,United States,US,Retail,2013,16,2,4,2013-04-22,2013-04-28,WH-United States-Retail-2602,T2,64,1,9.6667,9.6667,0,0,1,29
1454,201329,64,83,OFF-LA-10001074,385,1,7,88,0,41.22,12.5714,12.5714,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-304090,Cigarettes,Combustible,Core,20-pack,Combustible,United States,US,Retail,2013,29,3,7,2013-07-22,2013-07-28,WH-United States-Retail-2602,T2,64,1,12.5714,12.5714,0,0,1,88
1455,201329,64,83,OFF-ST-10000604,385,1,2,70,0,17.38,35,35,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-479212,Cigarettes,Combustible,Core,10-pack,Combustible,United States,US,Retail,2013,29,3,7,2013-07-22,2013-07-28,WH-United States-Retail-2602,T2,64,1,35,35,0,0,1,70
1456,201335,64,83,OFF-PA-10000019,385,1,1,6,0,3.11,6,6,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-873298,Cigarettes,Combustible,Core,Multi-pack,Combustible,United States,US,Retail,2013,35,3,9,2013-09-02,2013-09-08,WH-United States-Retail-2602,T2,64,1,6,6,0,0,1,6
1457,201339,64,83,OFF-SU-10004737,387,3,2,14,0,3.69,7,7,0,Value Drive,Contract Rebate,0,0,1,CIG-VAR-983222,Cigarettes,Combustible,Value,Multi-pack,Combustible,United States,US,Key Accounts,2013,39,3,9,2013-09-30,2013-10-06,WH-United States-Key Accounts-7900,T1,64,3,7,7,0,0,1,14
1458,201343,64,83,OFF-AR-10002766,385,1,3,8,0,2.25,2.6667,2.6667,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-753049,Cigarettes,Combustible,Core,Multi-pack,Combustible,United States,US,Retail,2013,43,4,10,2013-10-28,2013-11-03,WH-United States-Retail-2602,T2,64,1,2.6667,2.6667,0,0,1,8
1459,201343,64,83,OFF-PA-10003001,385,1,1,7,0,3.21,7,7,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-325519,Cigarettes,Combustible,Core,30-pack,Combustible,United States,US,Retail,2013,43,4,10,2013-10-28,2013-11-03,WH-United States-Retail-2602,T2,64,1,7,7,0,0,1,7
1460,201352,64,83,OFF-PA-10002986,387,3,5,33,0,16.03,6.6,6.6,0,Contracted,Contract Rebate,0,0,1,CIG-VAR-907378,Cigarettes,Combustible,Core,Multi-pack,Combustible,United States,US,Key Accounts,2013,52,4,12,2013-12-30,2014-01-05,WH-United States-Key Accounts-7900,T1,64,3,6.6,6.6,0,0,1,33
1461,201412,64,83,OFF-PA-10001972,386,2,1,6,0,3.11,6,6,0,Premium Hold,Display Allowance,0,0,1,CIG-VAR-731808,Cigarettes,Combustible,Premium,Multi-pack,Combustible,United States,US,E-Commerce,2014,12,1,3,2014-03-24,2014-03-30,WH-United States-E-Commerce-5538,T3,64,2,6,6,0,0,1,6
1462,201412,64,83,OFF-ST-10004180,386,2,1,47,0,1.86,47,47,0,Value Drive,Price Support,0,0,1,CIG-VAR-470555,Cigarettes,Combustible,Value,Multi-pack,Combustible,United States,US,E-Commerce,2014,12,1,3,2014-03-24,2014-03-30,WH-United States-E-Commerce-5538,T3,64,2,47,47,0,0,1,47
1463,201413,64,83,OFF-PA-10002986,385,1,3,20,0,9.62,6.6667,6.6667,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-907378,Cigarettes,Combustible,Core,Multi-pack,Combustible,United States,US,Retail,2014,13,1,3,2014-03-31,2014-04-06,WH-United States-Retail-2602,T2,64,1,6.6667,6.6667,0,0,1,20
1464,201413,64,83,OFF-ST-10001558,385,1,2,32,0,4.87,16,16,0,Premium Hold,Display Allowance,0,0,1,CIG-VAR-274077,Cigarettes,Combustible,Premium,30-pack,Combustible,United States,US,Retail,2014,13,1,3,2014-03-31,2014-04-06,WH-United States-Retail-2602,T2,64,1,16,16,0,0,1,32
1465,201413,64,83,OFF-AR-10004587,386,2,1,20,0,5.95,20,20,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-238450,Cigarettes,Combustible,Core,20-pack,Combustible,United States,US,E-Commerce,2014,13,1,3,2014-03-31,2014-04-06,WH-United States-E-Commerce-5538,T3,64,2,20,20,0,0,1,20
1466,201416,64,83,OFF-PA-10002479,387,3,1,5,0,2.38,5,5,0,Premium Hold,Contract Rebate,0,0,1,CIG-VAR-173907,Cigarettes,Combustible,Premium,30-pack,Combustible,United States,US,Key Accounts,2014,16,2,4,2014-04-21,2014-04-27,WH-United States-Key Accounts-7900,T1,64,3,5,5,0,0,1,5
1467,201419,64,83,OFF-ST-10000604,386,2,3,104,0,26.07,34.6667,34.6667,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-479212,Cigarettes,Combustible,Core,10-pack,Combustible,United States,US,E-Commerce,2014,19,2,5,2014-05-12,2014-05-18,WH-United States-E-Commerce-5538,T3,64,2,34.6667,34.6667,0,0,1,104
1468,201419,64,83,OFF-ST-10000636,386,2,4,67,0,2.68,16.75,16.75,0,Premium Hold,Display Allowance,0,0,1,CIG-VAR-346125,Cigarettes,Combustible,Premium,Multi-pack,Combustible,United States,US,E-Commerce,2014,19,2,5,2014-05-12,2014-05-18,WH-United States-E-Commerce-5538,T3,64,2,16.75,16.75,0,0,1,67
1469,201420,64,83,OFF-LA-10004545,385,1,3,38,0,17.67,12.6667,12.6667,0,Core Maintain,Volume Discount,0,0,1,CIG-VAR-360685,Cigarettes,Combustible,Core,20-pack,Combustible,United States,US,Retail,2014,20,2,5,2014-05-19,2014-05-25,WH-United States-Retail-2602,T2,64,1,12.6667,12.6667,0,0,1,38
1470,201420,64,83,OFF-PA-10002870,385,1,6,37,0,16.85,6.1667,6.1667,0,Value Drive,Price Support,0,0,1,CIG-VAR-566105,Cigarettes,Combustible,Value,30-pack,Combustible,United States,US,Retail,2014,20,2,5,2014-05-19,2014-05-25,WH-United States-Retail-2602,T2,64,1,6.1667,6.1667,0,0,1,37
1471,201424,64,83,OFF-PA-10004243,385,1,2,38,0,18.21,19,19,0,Premium Hold,Display Allowance,0,0,1,CIG-VAR-680889,Cigarettes,Combustible,Premium,20-pack,Combustible,United States,US,Retail,2014,24,2,6,2014-06-16,2014-06-22,WH-United States-Retail-2602,T2,64,1,19,19,0,0,1,38
1472,201424,64,83,OFF-ST-10004804,385,1,2,103,0,1.03,51.5,51.5,0,Value Drive,Price Support,0,0,1,CIG-VAR-308141,Cigarettes,Combustible,Value,20-pack,Combustible,United States,US,Retail,2014,24,2,6,2014-06-16,2014-06-22,WH-United States-Retail-2602,T2,64,1,51.5,51.5,0,0,1,103
1473,201426,64,83,OFF-PA-10003848,387,3,3,19,0,9.33,6.3333,6.3333,0,Value Drive,Contract Rebate,0,0,1,CIG-VAR-769073,Cigarettes,Combustible,Value,30-pack,Combustible,United States,US,Key Accounts,2014,26,2,6,2014-06-30,2014-07-06,WH-United States-Key Accounts-7900,T1,64,3,6.3333,6.3333,0,0,1,19
1474,201431,64,83,OFF-PA-10003883,385,1,4,26,0,12.05,6.5,6.5,0,Premium Hold,Display Allowance,0,0,1,CIG-VAR-888129,Cigarettes,Combustible,Premium,30-pack,Combustible,United States,US,Retail,2014,31,3,8,2014-08-04,2014-08-10,WH-United States-Retail-2602,T2,64,1,6.5,6.5,0,0,1,26
